PC1,PC2,PC3,PC4
-0.11751515326534137,-0.3830255421076406,-0.13667701010720243,0.45839337620878845
0.23922401446413635,-0.272046821477444,0.31005666073027466,-0.16266432759616986
-0.02925915234847689,-0.4226963503188523,0.03322947762993817,-0.21904835784133975
0.12956358914331922,-0.3751955274952977,-9.69528202468386e-4,-0.23573794632997386
-0.1807737829565626,0.29345035023664057,0.23508095118757213,-0.12325923864945852
0.24339726459648592,-0.24343946560717153,-0.046218505516265426,0.5823793984655461
0.03558606295676899,-0.19037938134538884,-0.17834048018683807,-0.4715019788181303
-0.05062000352166261,-0.09201012496355948,-0.7000059546249917,-0.058237188333950335
0.3345646940703406,-0.3786348064004154,0.22299840258279005,-0.07835823244386135
-0.2593463421919437,-0.09403349006190798,0.09005210580712199,0.23366696925121996
0.14576341020502895,0.04309859413673437,-0.4863101615541238,-0.1047279021896852
-0.5632308804315582,-0.24101871462444194,0.1003635993535525,-0.0491707468135194
0.5458012827257133,0.2399956159986197,0.021404719305627505,0.07530614854520279

